,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
19,DOWNTOWN,30.4600572370685,-91.1820577474709,Fresh Bowls,30.4491024017334,-91.1874618530274,Salad Place
20,DOWNTOWN,30.4600572370685,-91.1820577474709,Somos Banditos,30.4563182470751,-91.1836068362126,Food Truck
21,DOWNTOWN,30.4600572370685,-91.1820577474709,Celebrity Grill,30.4595510284312,-91.1918253178538,American Restaurant
22,DOWNTOWN,30.4600572370685,-91.1820577474709,FRESH Salads + Wraps,30.452098,-91.1857306,Salad Place
23,DOWNTOWN,30.4600572370685,-91.1820577474709,Jobes Cafe,30.4562583253942,-91.1834379802528,American Restaurant
24,DOWNTOWN,30.4600572370685,-91.1820577474709,Subway,30.4522698590284,-91.1876470846557,Sandwich Place
25,DOWNTOWN,30.4600572370685,-91.1820577474709,Jimmy John's,30.4486009237657,-91.1881848894149,Sandwich Place
26,NORTH SHERWOOD FOREST,30.4654991311007,-91.0524875869297,Sonny's BBQ,30.4617513342956,-91.0439858883635,BBQ Joint
27,NORTH SHERWOOD FOREST,30.4654991311007,-91.0524875869297,Jack in the Box,30.4621429825371,-91.0346594452858,Fast Food Restaurant
28,NORTH SHERWOOD FOREST,30.4654991311007,-91.0524875869297,McDonald's,30.461814682462,-91.0357162356377,Fast Food Restaurant
29,NORTH SHERWOOD FOREST,30.4654991311007,-91.0524875869297,Popeyes Louisiana Kitchen,30.4571091049402,-91.0662605296639,Fried Chicken Joint
30,NORTH SHERWOOD FOREST,30.4654991311007,-91.0524875869297,Greater Baton Rouge Food Bank,30.472972,-91.065416,Food
31,NORTH SHERWOOD FOREST,30.4654991311007,-91.0524875869297,Papa John's Pizza,30.4601795912696,-91.0454786610558,Pizza Place
32,NORTH SHERWOOD FOREST,30.4654991311007,-91.0524875869297,El Rancho Mexican Resturant,30.4574586075332,-91.0637071469687,Mexican Restaurant
33,NORTH SHERWOOD FOREST,30.4654991311007,-91.0524875869297,Dang’s,30.46183,-91.044828,Vietnamese Restaurant
34,NORTH SHERWOOD FOREST,30.4654991311007,-91.0524875869297,Church's Chicken,30.4582688,-91.06473014,Fried Chicken Joint
35,NORTH SHERWOOD FOREST,30.4654991311007,-91.0524875869297,East Dragon,30.460305,-91.058858,Chinese Restaurant
36,NORTH SHERWOOD FOREST,30.4654991311007,-91.0524875869297,Montalbano's Seafood & Catering,30.4610537113748,-91.0414077799052,Seafood Restaurant
37,NORTH SHERWOOD FOREST,30.4654991311007,-91.0524875869297,Viet Garden,30.4597419618551,-91.0502227613096,Vietnamese Restaurant
38,NORTH SHERWOOD FOREST,30.4654991311007,-91.0524875869297,Saigon Noodles,30.4599852064335,-91.0587828675772,Vietnamese Restaurant
39,NORTH SHERWOOD FOREST,30.4654991311007,-91.0524875869297,Warehouse Restaurant,30.47171,-91.046682,American Restaurant
40,NORTH SHERWOOD FOREST,30.4654991311007,-91.0524875869297,Anthony's Italian Deli,30.4557958970565,-91.0696877643064,Italian Restaurant
41,NORTH SHERWOOD FOREST,30.4654991311007,-91.0524875869297,Rick's Burgers & Seafood,30.463036,-91.034957,Burger Joint
42,NORTH SHERWOOD FOREST,30.4654991311007,-91.0524875869297,Little Saigon,30.4583168241544,-91.059056206892,Vietnamese Restaurant
43,NORTH SHERWOOD FOREST,30.4654991311007,-91.0524875869297,American Po-Boy,30.4603834868691,-91.0517888845753,Food
44,CORTANA / VILLA DEL REY,30.4625565347592,-91.0884050974026,Raising Cane's Chicken Fingers,30.4538913316237,-91.0923445600042,Fried Chicken Joint
45,CORTANA / VILLA DEL REY,30.4625565347592,-91.0884050974026,Sonic Drive-In,30.4625215425382,-91.1018486392174,Fast Food Restaurant
46,CORTANA / VILLA DEL REY,30.4625565347592,-91.0884050974026,Po-Boy Express,30.4575011099991,-91.0724238727877,Sandwich Place
47,CORTANA / VILLA DEL REY,30.4625565347592,-91.0884050974026,Wendy’s,30.4630203706181,-91.1023356020451,Fast Food Restaurant
48,CORTANA / VILLA DEL REY,30.4625565347592,-91.0884050974026,Gold Bowl,30.467036140891,-91.1053705215454,Chinese Restaurant
49,CORTANA / VILLA DEL REY,30.4625565347592,-91.0884050974026,Frank's Restaurant,30.4599455021968,-91.1000820171601,Breakfast Spot
50,CORTANA / VILLA DEL REY,30.4625565347592,-91.0884050974026,Tim's Po-Boys,30.4709245988785,-91.0850715637207,Fast Food Restaurant
51,CORTANA / VILLA DEL REY,30.4625565347592,-91.0884050974026,Burger King,30.4540496007725,-91.0914927721023,Fast Food Restaurant
52,CORTANA / VILLA DEL REY,30.4625565347592,-91.0884050974026,Ronnie's Boudin & Cracklin,30.454492,-91.080596,Cajun / Creole Restaurant
53,CORTANA / VILLA DEL REY,30.4625565347592,-91.0884050974026,El Rio Grande Mexican Restaurant,30.4600019760818,-91.1014887105077,Mexican Restaurant
54,CORTANA / VILLA DEL REY,30.4625565347592,-91.0884050974026,Mary Lee Donuts,30.45654,-91.076917,Donut Shop
55,CORTANA / VILLA DEL REY,30.4625565347592,-91.0884050974026,Jack in the Box,30.4514321999135,-91.1041072010994,Fast Food Restaurant
56,CORTANA / VILLA DEL REY,30.4625565347592,-91.0884050974026,Subway,30.4545156415544,-91.0824909072754,Sandwich Place
57,CORTANA / VILLA DEL REY,30.4625565347592,-91.0884050974026,Our Daily Bread Market & Bakery,30.4544654100115,-91.0832574559385,Bakery
58,CORTANA / VILLA DEL REY,30.4625565347592,-91.0884050974026,McDonald's,30.4550399,-91.0770111,Fast Food Restaurant
59,CORTANA / VILLA DEL REY,30.4625565347592,-91.0884050974026,Wingstop,30.454744,-91.08103,Wings Joint
60,CORTANA / VILLA DEL REY,30.4625565347592,-91.0884050974026,Anthony's Italian Deli,30.4557958970565,-91.0696877643064,Italian Restaurant
61,CORTANA / VILLA DEL REY,30.4625565347592,-91.0884050974026,Frank's Restaurant,30.4601364135742,-91.0994338989258,Restaurant
62,CORTANA / VILLA DEL REY,30.4625565347592,-91.0884050974026,Chick-fil-A,30.458033,-91.092565,Fast Food Restaurant
63,CORTANA / VILLA DEL REY,30.4625565347592,-91.0884050974026,Subway-Florida At Monterrey,30.454612,-91.082413,Sandwich Place
64,CORTANA / VILLA DEL REY,30.4625565347592,-91.0884050974026,Philly Grill,30.458033,-91.092565,Restaurant
65,CORTANA / VILLA DEL REY,30.4625565347592,-91.0884050974026,Carlos',30.452127,-91.093604,Mexican Restaurant
66,CORTANA / VILLA DEL REY,30.4625565347592,-91.0884050974026,Subway,30.462297,-91.093146,Sandwich Place
67,CORTANA / VILLA DEL REY,30.4625565347592,-91.0884050974026,Smackwaters Lounge,30.4713039398193,-91.0731887817383,Food
68,BROADMOOR,30.4441038169132,-91.0804731653722,Raising Cane's Chicken Fingers,30.4538913316237,-91.0923445600042,Fried Chicken Joint
69,BROADMOOR,30.4441038169132,-91.0804731653722,Taco Bell,30.4331250713749,-91.0824928375097,Fast Food Restaurant
70,BROADMOOR,30.4441038169132,-91.0804731653722,Applebee's Grill + Bar,30.43114889,-91.08150522,American Restaurant
71,BROADMOOR,30.4441038169132,-91.0804731653722,Goodwood Grill,30.4423226049667,-91.0956129202729,Burger Joint
72,BROADMOOR,30.4441038169132,-91.0804731653722,Gambino's Bakery,30.442266108147,-91.0947420499935,Bakery
73,BROADMOOR,30.4441038169132,-91.0804731653722,Lin's Taste of China Restaurant,30.42973,-91.080247,Chinese Restaurant
74,BROADMOOR,30.4441038169132,-91.0804731653722,Burger King,30.4540496007725,-91.0914927721023,Fast Food Restaurant
75,BROADMOOR,30.4441038169132,-91.0804731653722,Subway,30.4326871609084,-91.0833986072396,Sandwich Place
76,BROADMOOR,30.4441038169132,-91.0804731653722,Little Caesars Pizza,30.4314731451864,-91.0835611800647,Pizza Place
77,BROADMOOR,30.4441038169132,-91.0804731653722,Ronnie's Boudin & Cracklin,30.454492,-91.080596,Cajun / Creole Restaurant
78,BROADMOOR,30.4441038169132,-91.0804731653722,Mary Lee Donuts,30.45654,-91.076917,Donut Shop
79,BROADMOOR,30.4441038169132,-91.0804731653722,Subway,30.4545156415544,-91.0824909072754,Sandwich Place
80,BROADMOOR,30.4441038169132,-91.0804731653722,McDonald's,30.4302441015384,-91.0788828833097,Fast Food Restaurant
81,BROADMOOR,30.4441038169132,-91.0804731653722,Our Daily Bread Market & Bakery,30.4544654100115,-91.0832574559385,Bakery
82,BROADMOOR,30.4441038169132,-91.0804731653722,The Jambalaya Shoppe,30.4309185625228,-91.0852022897193,Cajun / Creole Restaurant
83,BROADMOOR,30.4441038169132,-91.0804731653722,McDonald's,30.4550399,-91.0770111,Fast Food Restaurant
84,BROADMOOR,30.4441038169132,-91.0804731653722,Wingstop,30.454744,-91.08103,Wings Joint
85,BROADMOOR,30.4441038169132,-91.0804731653722,Chinese Inn,30.438777,-91.084982,Chinese Restaurant
86,BROADMOOR,30.4441038169132,-91.0804731653722,Roman's Cafe,30.4316530912477,-91.0839441829831,Greek Restaurant
87,BROADMOOR,30.4441038169132,-91.0804731653722,Dim Sum Seafood Restaurant,30.43742,-91.083332,Dim Sum Restaurant
88,BROADMOOR,30.4441038169132,-91.0804731653722,Subway-Florida At Monterrey,30.454612,-91.082413,Sandwich Place
89,BROADMOOR,30.4441038169132,-91.0804731653722,Carlos',30.452127,-91.093604,Mexican Restaurant
90,BROADMOOR,30.4441038169132,-91.0804731653722,El Mexicano,30.433299,-91.085225,Mexican Restaurant
91,MONTICELLO,30.4891928435059,-91.0464328280104,Jerry Lee's Cajun Foods,30.498722,-91.049644,Cajun / Creole Restaurant
92,MONTICELLO,30.4891928435059,-91.0464328280104,Mary Lee Donuts,30.498722,-91.049644,Donut Shop
93,MONTICELLO,30.4891928435059,-91.0464328280104,Wendy’s,30.493402,-91.060326,Fast Food Restaurant
94,MONTICELLO,30.4891928435059,-91.0464328280104,Warehouse Restaurant,30.47171,-91.046682,American Restaurant
95,MONTICELLO,30.4891928435059,-91.0464328280104,Capital Wok,30.4843008754465,-91.0581622182386,Chinese Restaurant
96,MONTICELLO,30.4891928435059,-91.0464328280104,Jack in the Box,30.493143,-91.061261,Fast Food Restaurant
97,MONTICELLO,30.4891928435059,-91.0464328280104,Down Home Creole Cookin' Catering Services,30.4896106719971,-91.0490570068359,Food
98,PARK FOREST / OAKCREST,30.4825471373162,-91.0854300651329,McDonald's,30.4850641113293,-91.0825341939926,Fast Food Restaurant
99,PARK FOREST / OAKCREST,30.4825471373162,-91.0854300651329,Jack in the Box,30.4707673990701,-91.1079078912735,Fast Food Restaurant
100,PARK FOREST / OAKCREST,30.4825471373162,-91.0854300651329,Taco Bell,30.488175,-91.076088,Fast Food Restaurant
101,PARK FOREST / OAKCREST,30.4825471373162,-91.0854300651329,Domino's Pizza,30.4828606401171,-91.0914887487888,Pizza Place
102,PARK FOREST / OAKCREST,30.4825471373162,-91.0854300651329,Popeyes Louisiana Kitchen,30.484491,-91.084653,Fried Chicken Joint
103,PARK FOREST / OAKCREST,30.4825471373162,-91.0854300651329,Greater Baton Rouge Food Bank,30.472972,-91.065416,Food
104,PARK FOREST / OAKCREST,30.4825471373162,-91.0854300651329,Gold Bowl,30.467036140891,-91.1053705215454,Chinese Restaurant
105,PARK FOREST / OAKCREST,30.4825471373162,-91.0854300651329,Tim's Po-Boys,30.4709245988785,-91.0850715637207,Fast Food Restaurant
106,PARK FOREST / OAKCREST,30.4825471373162,-91.0854300651329,Subway,30.4873606081509,-91.0759354795911,Sandwich Place
107,PARK FOREST / OAKCREST,30.4825471373162,-91.0854300651329,Phat Boy'z Pizza,30.483859,-91.087574,Pizza Place
108,PARK FOREST / OAKCREST,30.4825471373162,-91.0854300651329,Best Poboys and Seafood,30.484112,-91.085971,Seafood Restaurant
109,PARK FOREST / OAKCREST,30.4825471373162,-91.0854300651329,KFC,30.4858605790552,-91.082711684924,Fried Chicken Joint
110,PARK FOREST / OAKCREST,30.4825471373162,-91.0854300651329,Capital Wok,30.4843008754465,-91.0581622182386,Chinese Restaurant
111,PARK FOREST / OAKCREST,30.4825471373162,-91.0854300651329,Pizza Hut,30.4838008880615,-91.0876007080078,Pizza Place
112,PARK FOREST / OAKCREST,30.4825471373162,-91.0854300651329,Baby Dolls Cafe,30.478822,-91.10812,Café
113,PARK FOREST / OAKCREST,30.4825471373162,-91.0854300651329,Jack in the Box,30.493143,-91.061261,Fast Food Restaurant
114,PARK FOREST / OAKCREST,30.4825471373162,-91.0854300651329,KFC,30.4841219236829,-91.0896037012454,Fast Food Restaurant
115,PARK FOREST / OAKCREST,30.4825471373162,-91.0854300651329,Subway,30.462297,-91.093146,Sandwich Place
116,FAIRWOOD,30.44085510542,-91.0408916382077,Sonic Drive-In,30.436661,-91.0569605,Fast Food Restaurant
117,FAIRWOOD,30.44085510542,-91.0408916382077,Raul's Deli,30.447967,-91.034487,Deli / Bodega
118,FAIRWOOD,30.44085510542,-91.0408916382077,Diane Wei Shao Shop,30.446054,-91.03367,Noodle House
119,FAIRWOOD,30.44085510542,-91.0408916382077,French Connection,30.440168,-91.044828,Food
120,FAIRWOOD,30.44085510542,-91.0408916382077,Zaxby's Chicken Fingers & Buffalo Wings,30.4403192979724,-91.025076466126,Fried Chicken Joint
121,FAIRWOOD,30.44085510542,-91.0408916382077,Blue Store Chicken,30.447452545166,-91.0308685302734,Fried Chicken Joint
122,FAIRWOOD,30.44085510542,-91.0408916382077,Pizza Hut,30.4367991392347,-91.0560150785136,Pizza Place
123,FAIRWOOD,30.44085510542,-91.0408916382077,Subway,30.4363243855327,-91.0564681667167,Sandwich Place
124,FAIRWOOD,30.44085510542,-91.0408916382077,Maggio's Delicatessen and Catering,30.449192,-91.028189,Italian Restaurant
125,FAIRWOOD,30.44085510542,-91.0408916382077,Speedy Mart,30.433051878886,-91.043976695215,Greek Restaurant
126,FAIRWOOD,30.44085510542,-91.0408916382077,The Gatehouse,30.432751,-91.033485,Food
127,FAIRWOOD,30.44085510542,-91.0408916382077,Golden Corral,30.4389252386745,-91.025308044796,Buffet
128,FAIRWOOD,30.44085510542,-91.0408916382077,Hungry Howie's Pizza,30.447782,-91.031641,Pizza Place
129,FAIRWOOD,30.44085510542,-91.0408916382077,Brew-Bacher's,30.4329710695511,-91.043986044649,American Restaurant
130,TARA,30.4417767991728,-91.0963549287917,Raising Cane's Chicken Fingers,30.4538913316237,-91.0923445600042,Fried Chicken Joint
131,TARA,30.4417767991728,-91.0963549287917,McDonald's,30.4525166995805,-91.1053316295147,Fast Food Restaurant
132,TARA,30.4417767991728,-91.0963549287917,Taco Bell,30.4331250713749,-91.0824928375097,Fast Food Restaurant
133,TARA,30.4417767991728,-91.0963549287917,Panera Bread,30.4272494,-91.1062675,Bakery
134,TARA,30.4417767991728,-91.0963549287917,Applebee's Grill + Bar,30.43114889,-91.08150522,American Restaurant
135,TARA,30.4417767991728,-91.0963549287917,Goodwood Grill,30.4423226049667,-91.0956129202729,Burger Joint
136,TARA,30.4417767991728,-91.0963549287917,Burger King,30.4336634619475,-91.1101984977722,Fast Food Restaurant
137,TARA,30.4417767991728,-91.0963549287917,Gambino's Bakery,30.442266108147,-91.0947420499935,Bakery
138,TARA,30.4417767991728,-91.0963549287917,Café Americain,30.4334240614431,-91.1096386293422,Cajun / Creole Restaurant
139,TARA,30.4417767991728,-91.0963549287917,Burger King,30.4540496007725,-91.0914927721023,Fast Food Restaurant
140,TARA,30.4417767991728,-91.0963549287917,Subway,30.4326871609084,-91.0833986072396,Sandwich Place
141,TARA,30.4417767991728,-91.0963549287917,Little Caesars Pizza,30.4314731451864,-91.0835611800647,Pizza Place
142,TARA,30.4417767991728,-91.0963549287917,Baum's Fine Pastries,30.4515890181557,-91.1046073371804,Bakery
143,TARA,30.4417767991728,-91.0963549287917,la Madeleine French Bakery & Café,30.430609,-91.108628,Café
144,TARA,30.4417767991728,-91.0963549287917,Stab’s Steak & Seafood,30.428969,-91.108315,Restaurant
145,TARA,30.4417767991728,-91.0963549287917,Dearman's Soda Shop,30.4303413863632,-91.1080579470135,Burger Joint
146,TARA,30.4417767991728,-91.0963549287917,Jack in the Box,30.4514321999135,-91.1041072010994,Fast Food Restaurant
147,TARA,30.4417767991728,-91.0963549287917,Velvet Cactus,30.4312010161689,-91.1082150968432,Mexican Restaurant
148,TARA,30.4417767991728,-91.0963549287917,Papa John's Pizza,30.4319119503836,-91.109489579535,Pizza Place
149,TARA,30.4417767991728,-91.0963549287917,Beausoleil Restaurant & Bar,30.4291038807443,-91.1075666357617,Cajun / Creole Restaurant
150,TARA,30.4417767991728,-91.0963549287917,City Pork Brasserie & Bar,30.4342166670405,-91.1128945856392,Cajun / Creole Restaurant
151,TARA,30.4417767991728,-91.0963549287917,The Jambalaya Shoppe,30.4309185625228,-91.0852022897193,Cajun / Creole Restaurant
152,TARA,30.4417767991728,-91.0963549287917,Portobello's Grill,30.430575993888,-91.1078706516712,Italian Restaurant
153,TARA,30.4417767991728,-91.0963549287917,Geaux Cuban,30.4430377114029,-91.0989832231889,Food Truck
154,TARA,30.4417767991728,-91.0963549287917,Chinese Inn,30.438777,-91.084982,Chinese Restaurant
155,TARA,30.4417767991728,-91.0963549287917,Cafeteria,30.4474838045557,-91.108069901221,Cafeteria
156,TARA,30.4417767991728,-91.0963549287917,Roman's Cafe,30.4316530912477,-91.0839441829831,Greek Restaurant
157,TARA,30.4417767991728,-91.0963549287917,Dim Sum Seafood Restaurant,30.43742,-91.083332,Dim Sum Restaurant
158,TARA,30.4417767991728,-91.0963549287917,Chick-fil-A,30.458033,-91.092565,Fast Food Restaurant
159,TARA,30.4417767991728,-91.0963549287917,Philly Grill,30.458033,-91.092565,Restaurant
160,TARA,30.4417767991728,-91.0963549287917,Carlos',30.452127,-91.093604,Mexican Restaurant
161,TARA,30.4417767991728,-91.0963549287917,Papa Murphy's,30.4302215576172,-91.1105422973633,Pizza Place
162,TARA,30.4417767991728,-91.0963549287917,El Mexicano,30.433299,-91.085225,Mexican Restaurant
163,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,Sonic Drive-In,30.4625215425382,-91.1018486392174,Fast Food Restaurant
164,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,McDonald's,30.4525166995805,-91.1053316295147,Fast Food Restaurant
165,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,Jack in the Box,30.4707673990701,-91.1079078912735,Fast Food Restaurant
166,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,Wendy’s,30.4630203706181,-91.1023356020451,Fast Food Restaurant
167,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,Gold Bowl,30.467036140891,-91.1053705215454,Chinese Restaurant
168,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,Frank's Restaurant,30.4599455021968,-91.1000820171601,Breakfast Spot
169,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,KFC,30.4522507600777,-91.1117473327095,Fried Chicken Joint
170,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,Podnuh's Bar-B-Q,30.4509615,-91.1178692,Restaurant
171,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,El Rio Grande Mexican Restaurant,30.4600019760818,-91.1014887105077,Mexican Restaurant
172,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,Baum's Fine Pastries,30.4515890181557,-91.1046073371804,Bakery
173,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,Taco Bell,30.4523016696098,-91.1118821063878,Fast Food Restaurant
174,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,Jack in the Box,30.4514321999135,-91.1041072010994,Fast Food Restaurant
175,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,The Honey Baked Ham Company,30.452218,-91.117941,Deli / Bodega
176,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,Podnuh's,30.451036,-91.117918,BBQ Joint
177,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,PoBoy USA,30.4512638595906,-91.1148065328598,Sandwich Place
178,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,Subway,30.4726138382801,-91.1106640496855,Sandwich Place
179,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,LA Boilers,30.451071,-91.116479,Seafood Restaurant
180,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,Cafeteria,30.4474838045557,-91.108069901221,Cafeteria
181,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,Frank's Restaurant,30.4601364135742,-91.0994338989258,Restaurant
182,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,Subway,30.4552268427718,-91.1149584718336,Sandwich Place
183,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,Shanghai Place,30.4519468577643,-91.1187896811854,Chinese Restaurant
184,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,Southern Belle Sandwhich Company,30.465194,-91.118928,Sandwich Place
185,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,Manda Fine Meats,30.4688339233398,-91.1163787841797,Food
186,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,Donmoor Po-Boy,30.454163,-91.118783,Sandwich Place
187,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,Chick-fil-A,30.458033,-91.092565,Fast Food Restaurant
188,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,Philly Grill,30.458033,-91.092565,Restaurant
189,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,Haute Cakes,30.45801,-91.125526,American Restaurant
190,GOODWOOD HOMESITES,30.4614376707986,-91.1092131705025,Subway,30.462297,-91.093146,Sandwich Place
191,MILLERVILLE,30.4523749178969,-91.0027448783248,McDonald's,30.4361263967931,-91.0080733895302,Fast Food Restaurant
192,MILLERVILLE,30.4523749178969,-91.0027448783248,Mary Lee Donuts,30.456878,-91.00881,Donut Shop
193,MILLERVILLE,30.4523749178969,-91.0027448783248,Rice & Roux,30.437106206284,-91.008072892194,Cajun / Creole Restaurant
194,MILLERVILLE,30.4523749178969,-91.0027448783248,Waffle House,30.43954741,-91.00753737,Breakfast Spot
195,MILLERVILLE,30.4523749178969,-91.0027448783248,Discount Bakery Store,30.4653182147358,-91.0100008123884,Bakery
196,MILLERVILLE,30.4523749178969,-91.0027448783248,RotoGrill Cafe,30.4576152077846,-91.0084978543821,Greek Restaurant
197,MILLERVILLE,30.4523749178969,-91.0027448783248,Taco Bell,30.4389701030564,-91.007918343831,Fast Food Restaurant
198,MILLERVILLE,30.4523749178969,-91.0027448783248,Pizza Hut,30.4558923210929,-91.0088939673733,Pizza Place
199,MILLERVILLE,30.4523749178969,-91.0027448783248,Popeyes Louisiana Kitchen,30.4367067250104,-91.0071436274343,Fried Chicken Joint
200,MILLERVILLE,30.4523749178969,-91.0027448783248,Subway,30.4377526993233,-91.0047317525485,Sandwich Place
201,MILLERVILLE,30.4523749178969,-91.0027448783248,China King,30.4375971469268,-91.0082204251085,Chinese Restaurant
202,MILLERVILLE,30.4523749178969,-91.0027448783248,Chicago Al's Hot Dogs,30.4587226666667,-91.008658,Hot Dog Joint
203,MILLERVILLE,30.4523749178969,-91.0027448783248,La Tiendita Mexican Grill,30.4563355362417,-91.0151204040613,Mexican Restaurant
204,MILLERVILLE,30.4523749178969,-91.0027448783248,Hardee's,30.435540449278,-91.0071993088331,Fast Food Restaurant
205,MILLERVILLE,30.4523749178969,-91.0027448783248,Hong Kong Chinese Restaurant,30.450972,-91.023069,Chinese Restaurant
206,MILLERVILLE,30.4523749178969,-91.0027448783248,Great Taste,30.4576623759008,-91.0086602944121,Chinese Restaurant
207,MILLERVILLE,30.4523749178969,-91.0027448783248,Las Palmas,30.4409639540401,-91.009954103712,Mexican Restaurant
208,MILLERVILLE,30.4523749178969,-91.0027448783248,Backyard Burgers,30.4349765777588,-91.0070266723633,Burger Joint
209,STEVENDALE,30.4636447652929,-91.0050360634187,Jack in the Box,30.4621429825371,-91.0346594452858,Fast Food Restaurant
210,STEVENDALE,30.4636447652929,-91.0050360634187,Chili's Grill & Bar,30.44543994,-91.02388848,Tex-Mex Restaurant
211,STEVENDALE,30.4636447652929,-91.0050360634187,McDonald's,30.461814682462,-91.0357162356377,Fast Food Restaurant
212,STEVENDALE,30.4636447652929,-91.0050360634187,Mary Lee Donuts,30.456878,-91.00881,Donut Shop
213,STEVENDALE,30.4636447652929,-91.0050360634187,Waffle House,30.43954741,-91.00753737,Breakfast Spot
214,STEVENDALE,30.4636447652929,-91.0050360634187,Discount Bakery Store,30.4653182147358,-91.0100008123884,Bakery
215,STEVENDALE,30.4636447652929,-91.0050360634187,Domino's Pizza,30.450926,-91.024939,Pizza Place
216,STEVENDALE,30.4636447652929,-91.0050360634187,RotoGrill Cafe,30.4576152077846,-91.0084978543821,Greek Restaurant
217,STEVENDALE,30.4636447652929,-91.0050360634187,Taco Bell,30.4389701030564,-91.007918343831,Fast Food Restaurant
218,STEVENDALE,30.4636447652929,-91.0050360634187,Pizza Hut,30.4558923210929,-91.0088939673733,Pizza Place
219,STEVENDALE,30.4636447652929,-91.0050360634187,Maggio's Delicatessen and Catering,30.449192,-91.028189,Italian Restaurant
220,STEVENDALE,30.4636447652929,-91.0050360634187,Subway,30.4377526993233,-91.0047317525485,Sandwich Place
221,STEVENDALE,30.4636447652929,-91.0050360634187,China King,30.4375971469268,-91.0082204251085,Chinese Restaurant
